,split
61547,train
61548,test
61549,train
61550,train
61551,train
61552,train
61553,train
61554,train
61555,test
61556,train
61557,test
61558,train
61559,train
61560,train
61561,test
61562,train
61563,train
61564,train
61565,train
61566,test
61567,test
61568,train
61569,train
61570,train
61571,train
61572,train
61573,train
61574,train
61575,train
61576,train
61577,train
61578,train
61579,train
61580,test
61581,train
61582,test
61583,test
61584,train
61585,test
61586,train
61587,train
61588,train
61589,train
61590,test
61591,train
61592,train
61593,train
61594,train
61595,train
61596,train
61597,train
61598,train
61599,test
61600,train
61601,train
61602,train
61603,train
61604,train
61605,train
61606,test
61607,train
61608,train
61609,train
61610,test
61611,train
61612,train
61613,train
61614,train
61615,train
61616,train
61617,train
61618,test
61619,train
61620,train
61621,train
61622,train
61623,train
61624,train
61625,train
61626,train
61627,test
61628,test
61629,train
61630,train
61631,train
61632,train
61633,train
61634,test
61635,train
61636,train
61637,train
61638,train
61639,test
61640,train
61641,train
61642,train
61643,train
61644,train
61645,test
61646,test
61647,test
61648,train
61649,train
61650,train
61651,test
61652,train
61653,train
61654,train
61655,train
61656,train
61657,train
61658,train
61659,train
61660,train
61661,train
61662,train
61663,train
61664,train
61665,train
61666,train
61667,train
61668,train
61669,train
61670,train
61671,train
61672,train
61673,train
61674,test
61675,train
61676,train
61677,test
61678,test
61679,train
61680,train
61681,train
61682,train
61683,train
61684,train
61685,train
61686,train
61687,train
61688,test
61689,test
61690,train
61691,train
61692,test
61693,train
61694,train
61695,train
61696,train
61697,train
61698,train
61699,train
61700,train
61701,train
61702,train
61703,train
61704,train
61705,train
61706,train
61707,test
61708,train
61709,train
61710,test
61711,train
61712,train
61713,test
61714,train
61715,train
61716,train
61717,test
61718,train
61719,train
61720,test
61721,test
61722,test
61723,train
61724,train
61725,train
61726,train
61727,train
61728,train
61729,test
61730,train
61731,train
61732,train
61733,test
61734,train
61735,train
61736,train
61737,train
61738,train
61739,train
61740,train
61741,test
61742,train
61743,test
61744,train
61745,train
61746,train
61747,train
61748,train
61749,train
61750,train
61751,train
61752,train
61753,test
61754,train
61755,train
61756,train
61757,train
61758,train
61759,train
61760,train
61761,train
61762,train
61763,train
61764,train
61765,test
61766,train
61767,test
61768,test
61769,train
61770,train
61771,train
61772,test
61773,train
61774,train
61775,train
61776,train
61777,train
61778,train
61779,train
61780,test
61781,train
61782,train
61783,train
61784,train
61785,test
61786,train
61787,train
61788,train
61789,train
61790,train
61791,train
61792,test
61793,train
61794,test
61795,train
61796,train
61797,test
61798,train
61799,train
61800,test
61801,test
61802,train
61803,test
61804,train
61805,train
61806,train
61807,train
61808,train
61809,train
61810,train
61811,train
61812,train
61813,train
61814,train
61815,train
61816,train
61817,test
61818,train
61819,train
61820,train
61821,train
61822,train
61823,train
61824,test
61825,test
61826,train
61827,train
61828,train
61829,train
61830,train
61831,train
61832,train
61833,train
61834,train
61835,train
61836,test
61837,train
61838,test
61839,test
61840,test
61841,train
61842,train
61843,test
61844,train
61845,train
61846,train
61847,train
61848,train
61849,train
61850,train
61851,train
61852,train
61853,train
61854,train
61855,test
61856,test
61857,train
61858,train
61859,train
61860,train
61861,train
61862,train
61863,test
61864,train
61865,train
61866,test
61867,test
61868,test
61869,train
61870,train
61871,train
61872,train
61873,test
61874,train
61875,train
61876,train
61877,train
61878,train
61879,train
61880,train
61881,train
61882,test
61883,test
61884,train
61885,test
61886,train
61887,train
61888,train
61889,train
61890,train
61891,train
61892,train
61893,train
61894,test
61895,train
61896,train
61897,test
61898,train
61899,train
61900,train
61901,train
61902,train
61903,test
61904,train
61905,train
61906,train
61907,train
61908,train
61909,train
61910,train
61911,test
61912,train
61913,train
61914,test
61915,train
61916,train
61917,train
61918,test
61919,train
61920,train
61921,train
61922,train
61923,train
61924,train
61925,train
61926,train
61927,train
61928,train
61929,train
61930,train
61931,test
61932,train
61933,train
61934,train
61935,train
61936,train
61937,train
61938,train
61939,train
61940,train
61941,train
61942,train
61943,train
61944,train
61945,train
61946,test
61947,train
61948,train
61949,train
61950,train
61951,train
61952,test
61953,train
61954,train
61955,train
61956,train
61957,test
61958,test
61959,train
61960,train
61961,test
61962,train
61963,train
61964,train
61965,test
61966,train
61967,test
61968,test
61969,train
61970,train
61971,train
61972,test
61973,test
61974,train
61975,train
61976,train
61977,train
61978,test
61979,train
61980,train
61981,train
61982,test
61983,train
61984,train
61985,train
61986,train
61987,train
61988,test
61989,test
61990,train
61991,test
61992,train
61993,train
61994,train
61995,test
61996,train
61997,train
61998,test
61999,test
62000,test
62001,test
62002,train
62003,train
62004,train
62005,train
62006,train
62007,train
62008,train
62009,train
62010,train
62011,train
62012,test
62013,train
62014,train
62015,test
62016,test
62017,train
62018,train
62019,train
62020,train
62021,train
62022,test
62023,train
62024,train
62025,test
62026,train
62027,train
62028,train
62029,train
62030,train
62031,test
62032,train
62033,train
62034,train
62035,train
62036,test
62037,train
62038,train
62039,train
62040,test
62041,train
62042,train
62043,test
62044,train
62045,train
62046,train
62047,train
62048,train
62049,train
62050,test
62051,train
62052,train
62053,test
62054,train
62055,train
62056,train
62057,train
62058,test
62059,train
62060,train
62061,train
62062,train
62063,train
62064,test
62065,train
62066,train
62067,train
62068,test
62069,train
62070,train
62071,train
62072,train
62073,train
62074,test
62075,test
62076,train
62077,test
62078,train
62079,train
62080,train
62081,train
62082,train
62083,train
62084,test
62085,test
62086,train
62087,test
62088,test
62089,train
62090,train
62091,train
62092,test
62093,train
62094,train
62095,train
62096,train
62097,train
62098,train
62099,train
62100,train
62101,train
62102,train
62103,test
62104,train
62105,train
62106,train
62107,test
62108,test
62109,train
62110,train
62111,train
62112,train
62113,train
62114,test
62115,train
62116,train
62117,train
62118,train
62119,test
62120,train
62121,train
62122,test
62123,train
62124,train
62125,train
62126,train
62127,test
62128,test
62129,train
62130,train
62131,train
62132,train
62133,train
62134,test
62135,train
62136,train
62137,train
62138,train
62139,train
62140,train
62141,train
62142,train
62143,train
62144,train
62145,train
62146,train
62147,train
62148,train
62149,train
62150,train
62151,train
62152,train
62153,train
62154,train
62155,train
62156,train
62157,train
62158,train
62159,test
62160,test
62161,test
62162,test
62163,train
62164,train
62165,train
62166,train
62167,train
62168,train
62169,train
62170,test
62171,test
62172,test
62173,train
62174,train
62175,train
62176,train
62177,train
62178,train
62179,train
62180,test
62181,train
62182,train
62183,train
62184,train
62185,train
62186,train
62187,train
62188,train
62189,train
62190,train
62191,train
62192,train
62193,train
62194,train
62195,train
62196,test
62197,train
62198,train
62199,train
62200,train
62201,train
62202,train
62203,train
62204,train
62205,train
62206,train
62207,train
62208,train
62209,train
62210,train
62211,train
62212,test
62213,train
62214,test
62215,train
62216,train
62217,test
62218,train
62219,train
62220,train
62221,train
62222,train
62223,train
62224,train
62225,train
62226,train
62227,train
62228,train
62229,train
62230,test
62231,train
62232,train
62233,train
62234,train
62235,train
62236,train
62237,train
62238,train
62239,train
62240,train
62241,train
62242,train
62243,test
62244,test
62245,train
62246,train
62247,train
62248,train
62249,train
62250,train
62251,test
62252,train
62253,train
62254,train
62255,train
62256,test
62257,train
62258,train
62259,train
62260,train
62261,train
62262,test
62263,train
62264,train
62265,train
62266,train
62267,train
62268,train
62269,test
62270,test
62271,test
62272,train
62273,train
62274,test
62275,train
62276,train
62277,test
62278,train
62279,train
62280,train
62281,train
62282,train
62283,test
62284,train
62285,test
62286,train
62287,test
62288,train
62289,train
62290,train
62291,train
62292,train
62293,train
62294,train
62295,test
62296,train
62297,train
62298,train
62299,train
62300,train
62301,test
62302,test
62303,train
62304,train
62305,train
62306,train
62307,train
62308,train
62309,test
62310,train
62311,test
62312,train
62313,train
62314,train
62315,train
62316,train
62317,train
62318,train
62319,test
62320,train
62321,train
62322,train
62323,test
62324,train
62325,train
62326,train
62327,train
62328,train
62329,train
62330,test
62331,train
62332,train
62333,test
62334,train
62335,train
62336,test
62337,train
62338,train
62339,train
62340,train
62341,train
62342,train
62343,train
62344,test
62345,train
62346,train
62347,train
62348,train
62349,train
62350,train
62351,train
62352,train
62353,train
62354,train
62355,test
62356,train
62357,test
62358,train
62359,train
62360,train
62361,train
62362,train
62363,test
62364,train
62365,test
62366,test
62367,train
62368,train
62369,test
62370,test
62371,train
62372,train
62373,train
62374,train
62375,train
62376,train
62377,test
62378,train
62379,train
62380,test
62381,train
62382,train
62383,train
62384,train
62385,train
62386,train
62387,train
62388,test
62389,train
62390,test
62391,train
62392,train
62393,train
62394,train
62395,train
62396,train
62397,train
62398,train
62399,train
62400,train
62401,train
62402,train
62403,train
62404,train
62405,test
62406,test
62407,train
62408,train
62409,train
62410,train
62411,train
62412,test
62413,train
62414,train
62415,train
62416,train
62417,test
62418,train
62419,train
62420,train
62421,test
62422,train
62423,train
62424,test
62425,test
62426,train
62427,train
62428,train
62429,train
62430,train
62431,train
62432,train
62433,train
62434,train
62435,train
62436,train
62437,train
62438,train
62439,train
62440,train
62441,train
62442,test
62443,train
62444,train
62445,train
62446,train
62447,test
62448,train
62449,train
62450,test
62451,test
62452,train
62453,train
62454,test
62455,train
62456,test
62457,train
62458,test
62459,train
62460,train
62461,train
62462,test
62463,train
62464,train
62465,train
62466,train
62467,test
62468,test
62469,train
62470,train
62471,test
62472,train
62473,train
62474,train
62475,train
62476,test
62477,train
62478,train
62479,train
62480,train
62481,test
62482,train
62483,train
62484,test
62485,test
62486,test
62487,train
62488,test
62489,train
62490,train
62491,train
62492,train
62493,train
62494,train
62495,train
62496,train
62497,train
62498,test
62499,test
62500,train
62501,test
62502,train
62503,train
62504,test
62505,train
62506,train
62507,test
62508,train
62509,test
62510,train
62511,test
62512,test
62513,test
62514,test
62515,train
62516,train
62517,train
62518,train
62519,train
62520,train
62521,train
62522,train
62523,train
62524,train
62525,test
62526,train
62527,train
62528,train
62529,train
62530,train
62531,train
62532,train
62533,train
62534,train
62535,train
62536,train
62537,train
62538,train
62539,train
62540,train
62541,train
62542,train
62543,train
62544,train
62545,train
62546,train
62547,train
62548,train
62549,train
62550,train
62551,train
62552,train
62553,train
62554,train
62555,train
62556,train
62557,train
62558,train
62559,train
62560,train
