,split
65086,train
65087,train
65088,train
65089,test
65090,train
65091,train
65092,test
65093,train
65094,test
65095,train
65096,train
65097,train
65098,train
65099,train
65100,train
65101,train
65102,train
65103,test
65104,test
65105,train
65106,train
65107,test
65108,train
65109,train
65110,train
65111,train
65112,train
65113,train
65114,test
65115,test
65116,train
65117,train
65118,test
65119,train
65120,test
65121,test
65122,train
65123,train
65124,train
65125,train
65126,test
65127,train
65128,train
65129,train
65130,train
65131,train
65132,train
65133,test
65134,train
65135,train
65136,train
65137,train
65138,train
65139,train
65140,train
65141,train
65142,train
65143,train
65144,train
65145,test
65146,train
65147,test
65148,train
65149,train
65150,train
65151,train
65152,train
65153,train
65154,train
65155,test
65156,train
65157,train
65158,train
65159,train
65160,train
65161,train
65162,train
65163,train
65164,train
65165,train
65166,train
65167,train
65168,train
65169,train
65170,train
65171,train
65172,test
65173,train
65174,train
65175,train
65176,train
65177,train
65178,test
65179,train
65180,test
65181,train
65182,train
65183,train
65184,train
65185,train
65186,test
65187,train
65188,train
65189,test
65190,test
65191,train
65192,test
65193,train
65194,test
65195,train
65196,train
65197,train
65198,train
65199,test
65200,train
65201,train
65202,train
65203,test
65204,train
65205,train
65206,train
65207,train
65208,train
65209,test
65210,train
65211,train
65212,test
65213,train
65214,train
65215,train
65216,test
65217,test
65218,train
65219,train
65220,train
65221,train
65222,train
65223,train
65224,train
65225,train
65226,train
65227,train
65228,test
65229,train
65230,train
65231,train
65232,train
65233,train
65234,train
65235,train
65236,train
65237,test
65238,test
65239,train
65240,train
65241,train
65242,train
65243,test
65244,train
65245,test
65246,train
65247,train
65248,train
65249,train
65250,train
65251,train
65252,train
65253,train
65254,test
65255,train
65256,train
65257,train
65258,test
65259,train
65260,test
65261,train
65262,train
65263,train
65264,train
65265,train
65266,train
65267,test
65268,test
65269,train
65270,train
65271,train
65272,train
65273,train
65274,test
65275,train
65276,train
65277,train
65278,train
65279,train
65280,train
65281,train
65282,train
65283,train
65284,train
65285,train
65286,train
65287,train
65288,test
65289,test
65290,train
65291,train
65292,train
65293,train
65294,train
65295,train
65296,test
65297,train
65298,test
65299,train
65300,train
65301,train
65302,train
65303,train
65304,train
65305,test
65306,test
65307,train
65308,train
65309,test
65310,test
65311,train
65312,train
65313,train
65314,train
65315,train
65316,train
65317,test
65318,train
65319,train
65320,test
65321,train
65322,train
65323,train
65324,train
65325,train
65326,train
65327,train
65328,train
65329,train
65330,train
65331,train
65332,train
65333,train
65334,train
65335,train
65336,test
65337,train
65338,train
65339,train
65340,train
65341,train
65342,train
65343,test
65344,train
65345,train
65346,test
65347,train
65348,train
65349,train
65350,train
65351,test
65352,train
65353,train
65354,train
65355,train
65356,train
65357,train
65358,train
65359,train
65360,train
65361,train
65362,train
65363,train
65364,train
65365,test
65366,train
65367,train
65368,train
65369,train
65370,train
65371,train
65372,train
65373,test
65374,train
65375,test
65376,train
65377,train
65378,train
65379,test
65380,train
65381,train
65382,train
65383,test
65384,train
65385,train
65386,train
65387,train
65388,train
65389,train
65390,train
65391,test
65392,train
65393,train
65394,train
65395,test
65396,train
65397,train
65398,train
65399,train
65400,test
65401,test
65402,test
65403,train
65404,train
65405,test
65406,train
65407,train
65408,train
65409,train
65410,train
65411,train
65412,train
65413,train
65414,train
65415,train
65416,train
65417,train
65418,train
65419,train
65420,train
65421,train
65422,train
65423,train
65424,train
65425,test
65426,train
65427,train
65428,train
65429,train
65430,train
65431,test
65432,test
65433,train
65434,test
65435,test
65436,train
65437,train
65438,test
65439,test
65440,train
65441,train
65442,train
65443,test
65444,train
65445,train
65446,train
65447,train
65448,train
65449,train
65450,train
65451,train
65452,train
65453,train
65454,train
65455,train
65456,train
65457,train
65458,train
65459,test
65460,train
65461,train
65462,train
65463,test
65464,train
65465,train
65466,train
65467,train
65468,train
65469,train
65470,train
65471,train
65472,train
65473,train
65474,train
65475,train
65476,test
65477,test
65478,train
65479,train
65480,train
65481,train
65482,train
65483,train
65484,train
65485,train
65486,train
65487,train
65488,test
65489,train
65490,train
65491,train
65492,train
65493,train
65494,train
65495,train
65496,train
65497,train
65498,train
65499,train
65500,train
65501,test
65502,train
65503,train
65504,train
65505,train
65506,train
65507,train
65508,test
65509,train
65510,test
65511,train
65512,train
65513,train
65514,train
65515,train
65516,test
65517,train
65518,train
65519,test
65520,test
65521,train
65522,train
65523,train
65524,train
65525,train
65526,test
65527,train
65528,train
65529,train
65530,train
65531,train
65532,test
65533,test
65534,train
65535,train
65536,train
65537,train
65538,train
65539,train
65540,train
65541,train
65542,train
65543,train
65544,test
65545,test
65546,train
65547,train
65548,train
65549,train
65550,train
65551,train
65552,train
65553,train
65554,test
65555,test
65556,train
65557,test
65558,train
65559,train
65560,train
65561,train
65562,train
65563,train
65564,train
65565,train
65566,train
65567,train
65568,train
65569,train
65570,train
65571,train
65572,train
65573,test
65574,train
65575,train
65576,train
65577,train
65578,train
65579,train
65580,train
65581,train
65582,train
65583,train
65584,test
65585,train
65586,train
65587,train
65588,test
65589,train
65590,train
65591,test
65592,train
65593,train
65594,train
65595,train
65596,train
65597,train
65598,test
65599,train
65600,train
65601,train
65602,train
65603,test
65604,train
65605,train
65606,test
65607,train
65608,train
65609,train
65610,train
65611,train
65612,train
65613,train
65614,train
65615,train
65616,train
65617,train
65618,train
65619,train
65620,train
65621,train
65622,train
65623,train
65624,train
65625,test
65626,train
65627,train
65628,train
65629,train
65630,train
65631,test
65632,train
65633,train
65634,test
65635,train
65636,train
65637,test
65638,test
65639,test
65640,train
65641,train
65642,train
65643,train
65644,train
65645,train
65646,train
65647,train
65648,train
65649,train
65650,train
65651,train
65652,train
65653,train
65654,train
65655,train
65656,train
65657,train
65658,train
65659,train
65660,train
65661,test
65662,train
65663,train
65664,train
65665,train
65666,test
65667,train
65668,train
65669,train
65670,test
65671,train
65672,train
65673,train
65674,train
65675,train
65676,test
65677,train
65678,train
65679,train
65680,train
65681,train
65682,train
65683,train
65684,train
65685,train
65686,train
65687,train
65688,train
65689,train
65690,test
65691,train
65692,train
65693,train
65694,train
65695,train
65696,train
65697,train
65698,train
65699,train
65700,test
65701,train
65702,test
65703,train
65704,train
65705,train
65706,test
65707,train
65708,test
65709,train
65710,train
65711,train
65712,train
65713,train
65714,train
65715,train
65716,train
65717,test
65718,train
65719,train
65720,train
65721,test
65722,train
65723,train
65724,train
65725,train
65726,train
65727,test
65728,test
65729,train
65730,train
65731,train
65732,train
65733,train
65734,train
65735,train
65736,train
65737,train
65738,test
65739,train
65740,train
65741,train
65742,train
65743,train
65744,train
65745,train
65746,train
65747,train
65748,train
65749,train
65750,train
65751,test
65752,train
65753,train
65754,train
65755,train
65756,train
65757,test
65758,train
65759,train
65760,test
65761,train
65762,test
65763,train
65764,train
65765,test
65766,train
65767,test
65768,test
65769,train
65770,train
65771,train
65772,train
65773,train
65774,train
65775,train
65776,train
65777,test
65778,train
65779,train
65780,train
65781,train
65782,test
65783,train
65784,train
65785,train
65786,train
65787,train
65788,train
65789,test
65790,train
65791,train
65792,train
65793,train
65794,train
65795,train
65796,train
65797,train
65798,train
65799,train
65800,test
65801,train
65802,train
65803,train
65804,train
65805,train
65806,train
65807,train
65808,train
65809,train
65810,train
65811,train
65812,train
65813,train
65814,train
65815,train
65816,train
65817,train
65818,train
65819,train
65820,test
65821,train
65822,train
65823,train
65824,train
65825,train
65826,train
65827,train
65828,test
65829,train
65830,train
65831,train
65832,test
65833,test
65834,train
65835,train
65836,train
65837,test
65838,test
65839,train
65840,train
65841,train
65842,train
65843,test
65844,train
65845,train
65846,test
65847,train
65848,train
65849,train
65850,train
65851,train
65852,train
65853,train
65854,train
65855,test
65856,test
65857,test
65858,train
65859,train
65860,train
65861,train
65862,test
65863,test
65864,train
65865,train
65866,train
65867,test
65868,test
65869,test
65870,train
65871,train
65872,train
65873,train
65874,test
65875,train
65876,train
65877,test
65878,test
65879,train
65880,train
65881,train
65882,test
65883,train
65884,train
65885,train
65886,train
65887,train
65888,train
65889,train
65890,train
65891,train
65892,train
65893,train
65894,train
65895,train
65896,test
65897,train
65898,train
65899,train
65900,test
65901,train
65902,train
65903,train
65904,train
65905,test
65906,train
65907,train
65908,train
65909,train
65910,train
65911,test
65912,train
65913,test
65914,train
65915,test
65916,train
65917,train
65918,test
65919,train
65920,test
65921,train
65922,test
65923,train
65924,train
65925,train
65926,train
65927,train
65928,test
65929,train
65930,train
65931,train
65932,train
65933,train
65934,train
65935,train
65936,train
65937,train
65938,test
65939,train
65940,train
65941,train
65942,train
65943,train
65944,train
65945,train
65946,train
65947,train
65948,test
65949,train
65950,train
65951,train
65952,train
65953,train
65954,train
65955,train
65956,test
65957,test
65958,train
65959,test
65960,test
65961,train
65962,train
65963,test
65964,train
65965,test
65966,train
65967,train
65968,train
65969,train
65970,train
65971,train
65972,train
65973,train
65974,train
65975,train
65976,train
65977,train
65978,train
65979,train
65980,train
65981,train
65982,train
65983,train
65984,train
65985,train
65986,train
65987,test
65988,test
65989,train
65990,train
65991,train
65992,train
65993,train
65994,train
65995,test
65996,test
65997,train
65998,train
65999,train
66000,train
66001,train
66002,train
66003,train
66004,test
66005,train
66006,train
66007,train
66008,train
66009,train
66010,train
66011,train
66012,test
66013,train
66014,train
66015,train
66016,train
66017,train
66018,train
66019,train
66020,train
66021,train
66022,train
66023,train
66024,train
66025,test
66026,train
66027,train
66028,train
66029,train
66030,test
66031,train
66032,train
66033,test
66034,test
66035,train
66036,train
66037,train
66038,train
66039,train
66040,train
66041,test
66042,train
66043,train
66044,train
66045,test
66046,train
66047,test
66048,train
66049,train
66050,train
66051,train
66052,train
66053,train
66054,train
66055,train
66056,train
66057,train
66058,train
66059,train
66060,train
66061,train
66062,train
66063,train
66064,train
66065,train
66066,train
66067,train
66068,train
66069,train
66070,train
66071,test
66072,train
66073,train
66074,train
66075,train
66076,train
66077,train
66078,test
66079,train
66080,train
66081,test
66082,train
66083,train
66084,test
66085,train
66086,train
66087,train
66088,train
66089,test
66090,train
66091,train
66092,test
66093,test
66094,train
66095,train
66096,test
